-9.000000, 3.000000
-8.999000, 2.999500
-8.998000, 2.999000
-8.997000, 2.998500
-8.996000, 2.998000
-8.995000, 2.997500
-8.994000, 2.997000
-8.993000, 2.996500
-8.992000, 2.996000
-8.991000, 2.995500
-8.990000, 2.995000
-8.989000, 2.994500
-8.988000, 2.994000
-8.987000, 2.993500
-8.986000, 2.993000
-8.985000, 2.992500
-8.984000, 2.992000
-8.983000, 2.991500
-8.982000, 2.991000
-8.981000, 2.990500
-8.980000, 2.990000
-8.979000, 2.989500
-8.978000, 2.989000
-8.977000, 2.988500
-8.976000, 2.988000
-8.975000, 2.987500
-8.974000, 2.987000
-8.973000, 2.986500
-8.972000, 2.986000
-8.971000, 2.985500
-8.970000, 2.985000
-8.969000, 2.984500
-8.968000, 2.984000
-8.967000, 2.983500
-8.966000, 2.983000
-8.965000, 2.982500
-8.964000, 2.982000
-8.963000, 2.981500
-8.962000, 2.981000
-8.961000, 2.980500
-8.960000, 2.980000
-8.959000, 2.979500
-8.958000, 2.979000
-8.957000, 2.978500
-8.956000, 2.978000
-8.955000, 2.977500
-8.954000, 2.977000
-8.953000, 2.976500
-8.952000, 2.976000
-8.951000, 2.975500
-8.950000, 2.975000
-8.949000, 2.974500
-8.948000, 2.974000
-8.947000, 2.973500
-8.946000, 2.973000
-8.945000, 2.972500
-8.944000, 2.972000
-8.943000, 2.971500
-8.942000, 2.971000
-8.941000, 2.970500
-8.940000, 2.970000
-8.939000, 2.969500
-8.938000, 2.969000
-8.937000, 2.968500
-8.936000, 2.968000
-8.935000, 2.967500
-8.934000, 2.967000
-8.933000, 2.966500
-8.932000, 2.966000
-8.931000, 2.965500
-8.930000, 2.965000
-8.929000, 2.964500
-8.928000, 2.964000
-8.927000, 2.963500
-8.926000, 2.963000
-8.925000, 2.962500
-8.924000, 2.962000
-8.923000, 2.961500
-8.922000, 2.961000
-8.921000, 2.960500
-8.920000, 2.960000
-8.919000, 2.959500
-8.918000, 2.959000
-8.917000, 2.958500
-8.916000, 2.958000
-8.915000, 2.957500
-8.914000, 2.957000
-8.913000, 2.956500
-8.912000, 2.956000
-8.911000, 2.955500
-8.910000, 2.955000
-8.909000, 2.954500
-8.908000, 2.954000
-8.907000, 2.953500
-8.906000, 2.953000
-8.905000, 2.952500
-8.904000, 2.952000
-8.903000, 2.951500
-8.902000, 2.951000
-8.901000, 2.950500
-8.900000, 2.950000
-8.899000, 2.949500
-8.898000, 2.949000
-8.897000, 2.948500
-8.896000, 2.948000
-8.895000, 2.947500
-8.894000, 2.947000
-8.893000, 2.946500
-8.892000, 2.946000
-8.891000, 2.945500
-8.890000, 2.945000
-8.889000, 2.944500
-8.888000, 2.944000
-8.887000, 2.943500
-8.886000, 2.943000
-8.885000, 2.942500
-8.884000, 2.942000
-8.883000, 2.941500
-8.882000, 2.941000
-8.881000, 2.940500
-8.880000, 2.940000
