7.500000, 2.000000
7.499550, 2.000300
7.499100, 2.000600
7.498650, 2.000900
7.498200, 2.001200
7.497750, 2.001500
7.497300, 2.001800
7.496850, 2.002100
7.496400, 2.002400
7.495950, 2.002700
7.495500, 2.003000
7.495050, 2.003300
7.494600, 2.003600
7.494150, 2.003900
7.493700, 2.004200
7.493250, 2.004500
7.492800, 2.004800
7.492350, 2.005100
7.491900, 2.005400
7.491450, 2.005700
7.491000, 2.006000
7.490550, 2.006300
7.490100, 2.006600
7.489650, 2.006900
7.489200, 2.007200
7.488750, 2.007500
7.488300, 2.007800
7.487850, 2.008100
7.487400, 2.008400
7.486950, 2.008700
7.486500, 2.009000
7.486050, 2.009300
7.485600, 2.009600
7.485150, 2.009900
7.484700, 2.010200
7.484250, 2.010500
7.483800, 2.010800
7.483350, 2.011100
7.482900, 2.011400
7.482450, 2.011700
7.482000, 2.012000
7.481550, 2.012300
7.481100, 2.012600
7.480650, 2.012900
7.480200, 2.013200
7.479750, 2.013500
7.479300, 2.013800
7.478850, 2.014100
7.478400, 2.014400
7.477950, 2.014700
7.477500, 2.015000
7.477050, 2.015300
7.476600, 2.015600
7.476150, 2.015900
7.475700, 2.016200
7.475250, 2.016500
7.474800, 2.016800
7.474350, 2.017100
7.473900, 2.017400
7.473450, 2.017700
7.473000, 2.018000
7.472550, 2.018300
7.472100, 2.018600
7.471650, 2.018900
7.471200, 2.019200
7.470750, 2.019500
7.470300, 2.019800
7.469850, 2.020100
7.469400, 2.020400
7.468950, 2.020700
7.468500, 2.021000
7.468050, 2.021300
7.467600, 2.021600
7.467150, 2.021900
7.466700, 2.022200
7.466250, 2.022500
7.465800, 2.022800
7.465350, 2.023100
7.464900, 2.023400
7.464450, 2.023700
7.464000, 2.024000
7.463550, 2.024300
7.463100, 2.024600
7.462650, 2.024900
7.462200, 2.025200
7.461750, 2.025500
7.461300, 2.025800
7.460850, 2.026100
7.460400, 2.026400
7.459950, 2.026700
7.459500, 2.027000
7.459050, 2.027300
7.458600, 2.027600
7.458150, 2.027900
7.457700, 2.028200
7.457250, 2.028500
7.456800, 2.028800
7.456350, 2.029100
7.455900, 2.029400
7.455450, 2.029700
7.455000, 2.030000
7.454550, 2.030300
7.454100, 2.030600
7.453650, 2.030900
7.453200, 2.031200
7.452750, 2.031500
7.452300, 2.031800
7.451850, 2.032100
7.451400, 2.032400
7.450950, 2.032700
7.450500, 2.033000
7.450050, 2.033300
7.449600, 2.033600
7.449150, 2.033900
7.448700, 2.034200
7.448250, 2.034500
7.447800, 2.034800
7.447350, 2.035100
7.446900, 2.035400
7.446450, 2.035700
7.446000, 2.036000
7.445550, 2.036300
7.445100, 2.036600
7.444650, 2.036900
7.444200, 2.037200
7.443750, 2.037500
7.443300, 2.037800
7.442850, 2.038100
7.442400, 2.038400
7.441950, 2.038700
7.441500, 2.039000
7.441050, 2.039300
7.440600, 2.039600
7.440150, 2.039900
7.439700, 2.040200
7.439250, 2.040500
7.438800, 2.040800
7.438350, 2.041100
7.437900, 2.041400
7.437450, 2.041700
7.437000, 2.042000
7.436550, 2.042300
7.436100, 2.042600
7.435650, 2.042900
